timestamp;bar_time;run_id;profile;symbol;timeframe;open;high;low;close;atr_fast;atr_slow;adx14;ma_fast;ma_slow;ma_long;ma_slope;bb_width;donchian_width;fibo_ratio;spread;session;weekday;volatility;notes
2025.10.28 00:15:00;2025.10.28 00:10:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.845;152.855;152.842;152.844;0.028857;0.035020;20.013561;152.890800;152.948980;152.940895;0.188000;0.000000;0.114000;0.061404;0.5000;ASIA;2;LOW;
2025.10.28 00:20:00;2025.10.28 00:15:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.852;152.854;152.843;152.844;0.027786;0.034200;19.634973;152.889400;152.945860;152.939815;0.104000;0.000000;0.109000;0.018349;0.5000;ASIA;2;LOW;
2025.10.28 00:25:00;2025.10.28 00:20:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.851;152.858;152.842;152.845;0.026214;0.034060;17.904523;152.886800;152.942900;152.938735;0.016000;0.000000;0.109000;0.027523;0.5000;ASIA;2;LOW;
2025.10.28 00:30:00;2025.10.28 00:25:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.852;152.852;152.845;152.845;0.022643;0.032900;16.404800;152.882800;152.940560;152.937570;-0.098000;0.000000;0.109000;0.027523;0.5000;ASIA;2;LOW;
2025.10.28 00:35:00;2025.10.28 00:30:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.851;152.851;152.836;152.838;0.022000;0.032240;17.878991;152.879050;152.937340;152.936120;-0.234000;0.000000;0.115000;0.017391;0.5000;ASIA;2;LOW;
2025.10.28 00:40:01;2025.10.28 00:35:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.836;152.841;152.836;152.836;0.021286;0.031820;19.156623;152.873650;152.934080;152.934785;-0.343000;0.000000;0.115000;0.000000;0.5000;ASIA;2;LOW;
2025.10.28 00:45:00;2025.10.28 00:40:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.837;152.837;152.837;152.837;0.019857;0.030700;20.263905;152.869500;152.929880;152.933340;-0.398000;0.000000;0.085000;0.011765;0.5000;ASIA;2;LOW;
2025.10.28 00:50:00;2025.10.28 00:45:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.838;152.845;152.838;152.843;0.018857;0.030340;20.075123;152.866350;152.925820;152.931945;-0.409000;0.000000;0.076000;0.092105;0.5000;ASIA;2;LOW;
2025.10.28 00:55:00;2025.10.28 00:50:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.842;152.847;152.838;152.841;0.017929;0.030140;20.833615;152.863100;152.921480;152.930470;-0.394000;0.000000;0.076000;0.065789;0.5000;ASIA;2;LOW;
2025.10.28 01:00:00;2025.10.28 00:55:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.842;152.873;152.830;152.830;0.019143;0.030300;23.580252;152.860350;152.916680;152.928840;-0.374000;0.000000;0.082000;0.000000;0.5000;ASIA;2;LOW;
2025.10.28 01:05:00;2025.10.28 01:00:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.835;152.842;152.737;152.774;0.025000;0.031980;21.001998;152.855250;152.910600;152.926855;-0.368000;0.000000;0.175000;0.211429;0.5000;ASIA;2;LOW;
2025.10.28 01:10:00;2025.10.28 01:05:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.773;152.798;152.752;152.787;0.026286;0.032540;18.767512;152.850400;152.904540;152.924640;-0.382000;0.000000;0.175000;0.285714;0.5000;ASIA;2;LOW;
2025.10.28 01:15:00;2025.10.28 01:10:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.782;152.813;152.782;152.812;0.027000;0.032920;18.880752;152.846600;152.899100;152.922500;-0.395000;0.000000;0.175000;0.428571;0.5000;ASIA;2;LOW;
2025.10.28 01:20:00;2025.10.28 01:15:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.809;152.822;152.797;152.807;0.026429;0.032640;20.277126;152.843350;152.894160;152.920430;-0.395000;0.000000;0.175000;0.400000;0.5000;ASIA;2;LOW;
2025.10.28 01:25:00;2025.10.28 01:20:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.801;152.820;152.781;152.799;0.025786;0.033120;19.117691;152.840800;152.888940;152.918265;-0.391000;0.000000;0.175000;0.354286;0.5000;ASIA;2;LOW;
2025.10.28 01:30:00;2025.10.28 01:25:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.798;152.808;152.782;152.803;0.026857;0.033240;18.112847;152.837950;152.883920;152.916395;-0.346000;0.000000;0.175000;0.377143;0.5000;ASIA;2;LOW;
2025.10.28 01:35:00;2025.10.28 01:30:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.804;152.804;152.770;152.783;0.028143;0.033560;16.176479;152.833350;152.878660;152.914495;-0.341000;0.000000;0.175000;0.262857;0.5000;ASIA;2;LOW;
2025.10.28 01:40:00;2025.10.28 01:35:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.782;152.803;152.778;152.794;0.029429;0.033740;14.498294;152.828000;152.873820;152.912620;-0.372000;0.000000;0.175000;0.325714;0.5000;ASIA;2;LOW;
2025.10.28 01:45:00;2025.10.28 01:40:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.792;152.799;152.788;152.793;0.029143;0.033640;13.043866;152.822250;152.869040;152.910770;-0.422000;0.000000;0.175000;0.320000;0.5000;ASIA;2;LOW;
2025.10.28 01:50:00;2025.10.28 01:45:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.790;152.810;152.779;152.781;0.031000;0.033860;13.223080;152.816800;152.863720;152.908985;-0.480000;0.000000;0.136000;0.323529;0.5000;ASIA;2;LOW;
2025.10.28 01:55:00;2025.10.28 01:50:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.780;152.784;152.756;152.772;0.032929;0.033960;14.372396;152.813200;152.858020;152.907230;-0.495000;0.000000;0.136000;0.257353;0.5000;ASIA;2;LOW;
2025.10.28 02:00:00;2025.10.28 01:55:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.773;152.773;152.738;152.745;0.034857;0.034220;17.308920;152.808250;152.852040;152.905410;-0.502000;0.000000;0.136000;0.058824;0.5000;ASIA;2;LOW;
2025.10.28 02:05:00;2025.10.28 02:00:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;152.748;152.777;152.732;152.769;0.037429;0.034240;20.301371;152.804450;152.847200;152.903950;-0.471000;0.000000;0.141000;0.262411;0.5000;ASIA;2;LOW;
