timestamp;bar_time;run_id;profile;symbol;timeframe;open;high;low;close;atr_fast;atr_slow;adx14;ma_fast;ma_slow;ma_long;ma_slope;bb_width;donchian_width;fibo_ratio;spread;session;weekday;volatility;notes
2025.09.05 00:05:00;2025.09.05 00:00:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.484;148.522;148.465;148.496;0.028357;0.031620;34.055159;148.518400;148.593440;148.403915;-0.654000;0.000000;0.139000;0.294964;0.5000;ASIA;5;LOW;
2025.09.05 00:10:00;2025.09.05 00:05:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.496;148.527;148.496;148.527;0.029000;0.031340;30.694339;148.515700;148.591380;148.405810;-0.537000;0.000000;0.139000;0.517986;0.5000;ASIA;5;LOW;
2025.09.05 00:15:00;2025.09.05 00:10:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.532;148.551;148.516;148.519;0.028214;0.031420;30.748427;148.513500;148.589220;148.407490;-0.409000;0.000000;0.139000;0.460432;0.5000;ASIA;5;LOW;
2025.09.05 00:20:00;2025.09.05 00:15:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.520;148.520;148.497;148.504;0.028214;0.029780;26.930639;148.510100;148.584940;148.408975;-0.353000;0.000000;0.139000;0.352518;0.5000;ASIA;5;LOW;
2025.09.05 00:25:00;2025.09.05 00:20:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.504;148.507;148.458;148.507;0.030643;0.030260;26.490061;148.506450;148.580560;148.410425;-0.328000;0.000000;0.139000;0.374101;0.5000;ASIA;5;LOW;
2025.09.05 00:30:00;2025.09.05 00:25:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.506;148.533;148.501;148.505;0.031500;0.029900;23.197317;148.504250;148.576960;148.411890;-0.283000;0.000000;0.108000;0.462963;0.5000;ASIA;5;LOW;
2025.09.05 00:35:00;2025.09.05 00:30:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.505;148.511;148.497;148.505;0.030071;0.029240;20.910268;148.501950;148.573240;148.413250;-0.275000;0.000000;0.108000;0.462963;0.5000;ASIA;5;LOW;
2025.09.05 00:40:00;2025.09.05 00:35:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.505;148.511;148.476;148.488;0.031071;0.028800;20.898125;148.498200;148.569800;148.414515;-0.306000;0.000000;0.108000;0.305556;0.5000;ASIA;5;LOW;
2025.09.05 00:45:00;2025.09.05 00:40:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.487;148.489;148.453;148.454;0.031857;0.028820;22.597075;148.494400;148.565920;148.415615;-0.314000;0.000000;0.098000;0.010204;0.5000;ASIA;5;LOW;
2025.09.05 00:50:00;2025.09.05 00:45:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.454;148.464;148.447;148.450;0.030429;0.028500;24.897277;148.491000;148.562380;148.416695;-0.309000;0.000000;0.104000;0.028846;0.5000;ASIA;5;LOW;
2025.09.05 00:55:00;2025.09.05 00:50:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.450;148.454;148.441;148.453;0.030143;0.028060;27.882896;148.488250;148.558860;148.417675;-0.320000;0.000000;0.110000;0.109091;0.5000;ASIA;5;LOW;
2025.09.05 01:01:00;2025.09.05 00:55:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.441;148.462;148.436;148.456;0.031571;0.027740;28.764087;148.486200;148.555160;148.418670;-0.315000;0.000000;0.115000;0.173913;0.5000;ASIA;5;LOW;
2025.09.05 01:05:00;2025.09.05 01:00:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.472;148.472;148.471;148.471;0.031286;0.027520;26.493859;148.485100;148.551760;148.419860;-0.262000;0.000000;0.115000;0.304348;0.5000;ASIA;5;LOW;
2025.09.05 01:10:00;2025.09.05 01:05:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.436;148.491;148.436;148.481;0.031357;0.027720;26.477631;148.483700;148.549000;148.421180;-0.214000;0.000000;0.115000;0.391304;0.5000;ASIA;5;LOW;
2025.09.05 01:15:00;2025.09.05 01:10:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.481;148.488;148.461;148.485;0.029214;0.027560;26.463566;148.483000;148.545880;148.422560;-0.160000;0.000000;0.115000;0.426087;0.5000;ASIA;5;LOW;
2025.09.05 01:20:00;2025.09.05 01:15:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.485;148.504;148.430;148.442;0.032286;0.028400;27.696989;148.481300;148.541740;148.424135;-0.139000;0.000000;0.121000;0.099174;0.5000;ASIA;5;LOW;
2025.09.05 01:25:00;2025.09.05 01:20:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.440;148.441;148.375;148.424;0.034571;0.029500;30.676785;148.479250;148.537380;148.425465;-0.139000;0.000000;0.176000;0.278409;0.5000;ASIA;5;LOW;
2025.09.05 01:30:00;2025.09.05 01:25:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.424;148.424;148.365;148.385;0.037143;0.030140;33.595179;148.475200;148.532640;148.426385;-0.198000;0.000000;0.186000;0.107527;0.5000;ASIA;5;LOW;
2025.09.05 01:35:00;2025.09.05 01:30:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.385;148.425;148.384;148.412;0.036571;0.030420;35.955530;148.472550;148.528120;148.427210;-0.223000;0.000000;0.186000;0.252688;0.5000;ASIA;5;LOW;
2025.09.05 01:40:00;2025.09.05 01:35:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.405;148.413;148.405;148.413;0.034857;0.030040;38.001168;148.468850;148.523420;148.428105;-0.283000;0.000000;0.186000;0.258065;0.5000;ASIA;5;LOW;
2025.09.05 01:45:00;2025.09.05 01:40:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.405;148.413;148.405;148.413;0.034429;0.029840;39.774054;148.464700;148.518900;148.428975;-0.332000;0.000000;0.186000;0.258065;0.5000;ASIA;5;LOW;
2025.09.05 01:50:00;2025.09.05 01:45:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.413;148.416;148.409;148.410;0.032429;0.029240;37.616674;148.458850;148.514120;148.429740;-0.408000;0.000000;0.186000;0.241935;0.5000;ASIA;5;LOW;
2025.09.05 01:55:00;2025.09.05 01:50:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.408;148.420;148.400;148.420;0.031286;0.029340;37.596643;148.453900;148.509560;148.430600;-0.426000;0.000000;0.168000;0.327381;0.5000;ASIA;5;LOW;
2025.09.05 02:00:00;2025.09.05 01:55:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.420;148.423;148.408;148.409;0.031143;0.029160;36.018042;148.449150;148.504620;148.431390;-0.468000;0.000000;0.168000;0.261905;0.5000;ASIA;5;LOW;
2025.09.05 02:05:00;2025.09.05 02:00:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.398;148.451;148.398;148.444;0.034000;0.030020;31.237297;148.446000;148.500420;148.432545;-0.457000;0.000000;0.168000;0.470238;0.5000;ASIA;5;LOW;
2025.09.05 02:10:00;2025.09.05 02:05:00;USDJPY_20250101000000;20251110_20251115;USDJPY;M5;148.454;148.493;148.445;148.492;0.035643;0.030540;30.800210;148.445350;148.497400;148.433965;-0.387000;0.000000;0.146000;0.869863;0.5000;ASIA;5;LOW;
