timestamp;bar_time;run_id;profile;symbol;timeframe;open;high;low;close;atr_fast;atr_slow;adx14;ma_fast;ma_slow;ma_long;ma_slope;bb_width;donchian_width;fibo_ratio;spread;session;weekday;volatility;notes
2025.12.05 00:15:00;2025.12.05 00:00:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.038;155.058;155.037;155.042;0.048500;0.093980;56.661704;155.050000;154.840680;155.283460;1.197143;0.000000;0.252000;0.619048;0.5000;ASIA;5;LOW;
2025.12.05 00:30:00;2025.12.05 00:15:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.043;155.078;154.977;155.009;0.049857;0.092960;50.255582;155.051786;154.844600;155.279080;1.008571;0.000000;0.247000;0.477733;0.5000;ASIA;5;LOW;
2025.12.05 00:45:00;2025.12.05 00:30:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.008;155.060;155.008;155.040;0.049714;0.091800;44.703609;155.055000;154.849900;155.275115;0.811429;0.000000;0.245000;0.600000;0.5000;ASIA;5;LOW;
2025.12.05 01:00:00;2025.12.05 00:45:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.041;155.043;155.031;155.031;0.047357;0.090040;39.891899;155.058143;154.853760;155.271115;0.648571;0.000000;0.245000;0.563265;0.5000;ASIA;5;LOW;
2025.12.05 01:15:00;2025.12.05 01:00:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.040;155.157;155.040;155.155;0.054857;0.091140;39.251328;155.070071;154.860040;155.267500;0.592857;0.000000;0.264000;0.992424;0.5000;ASIA;5;NORMAL;
2025.12.05 01:30:00;2025.12.05 01:15:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.153;155.162;155.125;155.129;0.053286;0.089840;39.107699;155.078071;154.867620;155.263935;0.561429;0.000000;0.257000;0.871595;0.5000;ASIA;5;NORMAL;
2025.12.05 01:45:00;2025.12.05 01:30:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.130;155.156;155.094;155.097;0.054000;0.086180;35.874451;155.083929;154.877940;155.260015;0.642857;0.000000;0.254000;0.744094;0.5000;ASIA;5;NORMAL;
2025.12.05 02:00:00;2025.12.05 01:45:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.096;155.161;155.096;155.134;0.055714;0.086180;33.402460;155.091071;154.889060;155.256295;0.721429;0.000000;0.207000;0.864734;0.5000;ASIA;5;NORMAL;
2025.12.05 02:15:00;2025.12.05 02:00:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.132;155.230;155.097;155.171;0.060857;0.087560;33.294234;155.098286;154.900260;155.252995;0.802857;0.000000;0.275000;0.785455;0.5000;ASIA;5;NORMAL;
2025.12.05 02:30:00;2025.12.05 02:15:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.172;155.201;155.106;155.108;0.063143;0.087140;33.200439;155.098786;154.911860;155.249485;0.574286;0.000000;0.253000;0.517787;0.5000;ASIA;5;NORMAL;
2025.12.05 02:45:00;2025.12.05 02:30:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.107;155.184;155.079;155.130;0.068357;0.087140;31.199869;155.100643;154.923640;155.245885;0.451429;0.000000;0.253000;0.604743;0.5000;ASIA;5;NORMAL;
2025.12.05 03:00:00;2025.12.05 02:45:00;USDJPY_20250101000000;20250101-20251130;USDJPY;M15;155.131;155.159;154.945;154.968;0.080786;0.089660;28.297315;155.089857;154.931460;155.241400;0.118571;0.000000;0.285000;0.080702;0.5000;ASIA;5;NORMAL;
