timestamp,run_id,event,symbol,profile,strategy,direction,ticket,volume,price,atr_entry,atr_exit,indicator,profit,swap,commission,net,pips,exit_reason,adx_entry,donchian_width
2025.01.01 00:00:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,1,0.10,157.059,0.049786,,-106.885442,,,,,,,25.771854,0.311000
2025.01.02 01:53:17,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,BUY,2,0.10,157.562,0.081286,,144.319691,,,,,,,22.408309,0.393000
2025.01.02 01:53:17,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MACD,BUY,3,0.10,157.562,0.081286,,0.041041,,,,,,,22.408309,0.393000
2025.01.02 01:53:17,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,1,0.10,157.559,0.049786,0.081286,,-31.73,0.00,0.00,-31.73,-50.0,STOP_LOSS,25.771854,0.311000
2025.01.02 02:12:40,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,RSI,SELL,4,0.10,157.588,0.103286,,73.566201,,,,,,,26.277928,0.720000
2025.01.02 02:12:40,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MACD,BUY,3,0.10,157.592,0.081286,0.103286,,1.90,0.00,0.00,1.90,3.0,STOP_BREAKEVEN,22.408309,0.393000
2025.01.02 02:12:40,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,BUY,2,0.10,157.592,0.081286,0.103286,,1.90,0.00,0.00,1.90,3.0,STOP_BREAKEVEN,22.408309,0.393000
2025.01.02 03:05:37,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,RSI,SELL,4,0.10,157.558,0.103286,0.144071,,1.90,0.00,0.00,1.90,3.0,STOP_BREAKEVEN,26.277928,0.720000
2025.01.02 04:15:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MACD,SELL,5,0.10,157.424,0.149857,,0.077657,,,,,,,20.311684,0.720000
2025.01.02 05:00:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,6,0.10,157.282,0.153071,,-147.919327,,,,,,,25.671280,0.654000
2025.01.02 08:45:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MA_CROSS,SELL,7,0.10,156.767,0.105214,,-0.015299,,,,,,,33.028641,0.906000
2025.01.02 09:24:02,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MA_CROSS,SELL,7,0.10,156.737,0.105214,0.113143,,1.91,0.00,0.00,1.91,3.0,STOP_BREAKEVEN,33.028641,0.906000
2025.01.02 13:28:29,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,6,0.10,157.252,0.153071,0.159429,,1.91,0.00,0.00,1.91,3.0,STOP_BREAKEVEN,25.671280,0.654000
2025.01.02 14:00:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,STOCH,SELL,8,0.10,157.197,0.140000,,94.804655,,,,,,,39.480604,0.844000
2025.01.02 15:30:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,9,0.10,156.820,0.136929,,-114.272388,,,,,,,25.282740,0.782000
2025.01.02 15:31:40,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,STOCH,SELL,8,0.10,157.167,0.140000,0.136929,,1.91,0.00,0.00,1.91,3.0,STOP_BREAKEVEN,39.480604,0.844000
2025.01.02 18:03:27,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,9,0.10,157.320,0.136929,0.234857,,-31.79,0.00,0.00,-31.79,-50.0,STOP_LOSS,25.282740,0.782000
2025.01.02 18:06:16,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,BUY,10,0.10,157.395,0.234857,,107.742211,,,,,,,16.140784,0.649000
2025.01.02 18:06:16,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MACD,SELL,5,0.10,157.394,0.149857,0.234857,,1.90,0.00,0.00,1.90,3.0,STOP_BREAKEVEN,20.311684,0.720000
2025.01.03 05:30:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MACD,BUY,11,0.10,157.374,0.091571,,-0.036714,,,,,,,14.560510,0.388000
2025.01.03 09:15:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,RSI,BUY,12,0.10,157.052,0.092000,,29.509649,,,,,,,39.845545,0.418000
2025.01.03 09:54:27,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,RSI,BUY,12,0.10,157.082,0.092000,0.082929,,1.91,0.00,0.00,1.91,3.0,STOP_BREAKEVEN,39.845545,0.418000
2025.01.03 18:00:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MA_CROSS,BUY,13,0.10,157.400,0.118286,,0.004705,,,,,,,17.937763,0.467000
2025.01.03 19:15:17,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MA_CROSS,BUY,13,0.10,156.900,0.118286,0.128357,,-31.87,0.00,0.00,-31.87,-50.0,STOP_LOSS,17.937763,0.467000
2025.01.03 19:15:25,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,BUY,10,0.10,156.895,0.234857,0.128357,,-31.87,0.00,0.00,-31.87,-50.0,STOP_LOSS,16.140784,0.649000
2025.01.03 19:15:30,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,14,0.10,156.873,0.128357,,-190.726008,,,,,,,23.656811,0.576000
2025.01.03 19:15:30,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MACD,BUY,11,0.10,156.874,0.091571,0.128357,,-31.88,0.00,0.00,-31.88,-50.0,STOP_LOSS,14.560510,0.388000
2025.01.03 19:45:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MA_CROSS,SELL,15,0.10,157.093,0.134929,,-0.005468,,,,,,,28.120520,0.617000
2025.01.03 23:41:06,20250101_000000,EXIT,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,CCI,SELL,14,0.10,157.373,0.128357,0.070857,,-31.77,0.00,0.00,-31.77,-50.0,STOP_LOSS,23.656811,0.576000
2025.01.03 23:45:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,STOCH,SELL,16,0.10,157.339,0.069286,,91.064871,,,,,,,28.289343,0.507000
2025.01.06 00:45:00,20250101_000000,ENTRY,USDJPY,v125_AtrBandConfig_YoYoEA_Multi_Entry_M15_MA_4C,MACD,SELL,17,0.10,157.219,0.075500,,0.009955,,,,,,,22.300142,0.299000
